﻿episode_id,person_id,person_name,episode_count,age,category,char_count,episode_text,episode_type,fact_check_result,group_name,is_group_member,person_type,quality_score,slot,source,tier,week,work_title,generation_timestamp,fame_tier,wikipedia_ja,textbook,award_level,notoriety,fame_score,composite_score,fame_score_updated_at,episode_fame_tier,episode_fame_score,episode_fame_score_updated_at,人生の節目タグ,記憶性スコア,共感性スコア,意外性スコア,生成品質スコア,教育的価値,ストーリー品質,事実密度,category_original,episode_importance_score,is_highlight,highlight_rank,highlight_selection_method,事実密度_float,priority_score,impressiveness_score,年代,episode_fame_score_original,教育的価値_original,ストーリー品質_original,事実密度_original,episode_id_original,surprise_score,name_raw,title,affiliation,display_name_original,generated_at,last_modified
,P98FF8FB,イアン・マッケラン,,60,映画・演劇,308,あなたと同じ60歳のとき、イアン・マッケランは1999年、映画『ロード・オブ・ザ・リング』のガンダルフ役のオファーを受けました。舞台俳優として40年以上のキャリアを積み重ねてきた彼にとって、この大作映画への出演は新たな挑戦でした。シェイクスピア劇で培った演技力と、長年の経験から得た表現技術を、ファンタジー映画という新しい領域で体系化する機会となりました。同時期、彼はLGBTQ+の権利擁護活動にも積極的に取り組み、カミングアウトから10年以上が経過した経験を若い世代に伝える活動を続けていました。舞台芸術の伝統と現代的な映画表現を融合させ、社会貢献にも力を注ぐ姿は、円熟期の俳優による新境地開拓の模範となりました。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:52:06,,,,,,7.0,87.14285714285714,,,7.0,,円熟期の新境地,9.0,8.0,8.5,9.0,8.5,9.0,9.0,映画・演劇,,,,,,,,60歳以上,,,,,,,,,,,,
,P7CF7960,イツハク・ラビン,,60,政治・社会,286,あなたと同じ60歳のとき、イツハク・ラビンは軍人から政治家への転身を果たし、労働党の重鎮として活躍していました。1982年、イスラエル国防相として長年培った軍事的経験と安全保障の知識を政策に反映させる立場にありました。若き日にパルマハ（ユダヤ人部隊）の指揮官として独立戦争を戦い、参謀総長として六日間戦争を勝利に導いた経験は、この時期、イスラエルの安全保障政策の礎となっていました。軍人時代の実践知を政治の場で体系化し、国家の防衛戦略に活かす彼の姿勢は、経験を社会に還元する円熟期の政治家の典型でした。この時期の蓄積が、後の首相再任と和平への道筋を準備することになります。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:52:15,,,,,,7.0,82.14285714285714,,,7.0,,円熟期の新境地,8.5,7.5,8.0,8.5,8.0,8.5,8.5,政治・社会,,,,,,,,60歳以上,,,,,,,,,,,,
,PF50A6FD,イヴ・ギルモ,,60,アニメ・漫画・ゲーム,280,あなたと同じ60歳のとき、イヴ・ギルモは、長年の戦闘経験と指揮官としての知見を若い世代のパイロットたちに伝える教官としての役割を担っていました。かつてエゥーゴのエースパイロットとして数々の実戦を経験した彼女は、モビルスーツの操縦技術だけでなく、戦場での判断力や仲間との信頼関係の重要性を説く指導者となっていました。特に、戦争の悲惨さを知る者として、武力に頼らない紛争解決の道を模索する活動にも参加し、自らの体験を語り継ぐことで平和構築に貢献しました。ベテランパイロットとしての経験知を体系化し、次世代の育成に尽力する姿は、多くの若者たちに深い影響を与えました。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:52:23,,,,,,7.0,82.14285714285714,,,7.0,,円熟期の新境地,8.5,7.5,8.0,8.5,8.0,8.5,8.5,アニメ・漫画・ゲーム,,,,,,,,60歳以上,,,,,,,,,,,,
,PCD38CAE,ウッドロー・ウィルソン,,60,政治・社会,284,あなたと同じ60歳のとき、ウッドロー・ウィルソンは、プリンストン大学総長として8年間の改革を終え、ニュージャージー州知事に転身した直後でした。1916年、大学での教育改革の経験を活かし、州政府の腐敗と闘いながら進歩的な政策を次々と実現していきました。学者として積み重ねた政治学の知見を、実際の行政運営で体系化する貴重な機会となったのです。この時期、彼は「理論と実践の融合」を自ら体現し、翌年には大統領選挙への出馬を視野に入れ始めました。長年の研究と教育経験が、60歳にして政治家としての新たな道を切り開く基盤となり、アメリカ政治史に大きな足跡を残す転換点となりました。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:52:31,,,,,,7.0,82.14285714285714,,,7.0,,円熟期の新境地,8.5,7.5,8.0,8.5,8.0,8.5,8.5,政治・社会,,,,,,,,60歳以上,,,,,,,,,,,,
,P70372C7,エラ・フィッツジェラルド,,61,音楽,329,あなたと同じ61歳のとき、エラ・フィッツジェラルドは糖尿病と闘いながらも、半世紀以上にわたって築き上げた音楽遺産を次世代に伝える活動に力を注いでいました。1978年、彼女は若手ジャズミュージシャンたちへの支援を続け、自身の完璧な音程とスキャット唱法の技術を惜しみなく共有しました。健康上の困難を抱えながらも、世界各地でのコンサート活動を継続し、「ジャズの女王」として40年以上のキャリアで培った表現力と解釈の深さを聴衆に届けました。この時期、彼女は単なるエンターテイナーを超えて、ジャズという芸術形式の伝承者としての役割を自覚し、音楽教育への貢献にも関心を寄せていました。困難な時代でも歌い続ける姿勢は、多くの後進アーティストに勇気を与える存在となりました。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:52:40,,,,,,7.0,87.14285714285714,,,7.0,,円熟期の新境地,9.0,8.0,8.5,9.0,8.5,9.0,9.0,音楽,,,,,,,,60歳以上,,,,,,,,,,,,
,PF55529D,エリック・クラプトン,,60,音楽,302,あなたと同じ60歳のとき、エリック・クラプトンは2005年、ロンドンのロイヤル・アルバート・ホールで通算200回目となる記念公演を行いました。1964年の初演以来、40年以上にわたり同会場で演奏を続けてきた彼は、この節目の公演で自身の音楽人生を振り返る特別なセットリストを披露しました。ブルース、ロック、アコースティックと多彩なスタイルを織り交ぜた演奏は、長年培ってきた技術と表現力の集大成となりました。また、この時期クラプトンは薬物依存症からの回復経験を活かし、カリブ海に設立したリハビリ施設「クロスロード・センター」の運営に力を注ぎ、チャリティ活動を通じて音楽家としての社会的責任を果たしていました。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:52:49,,,,,,7.0,87.14285714285714,,,7.0,,円熟期の新境地,9.0,8.0,8.5,9.0,8.5,9.0,9.0,音楽,,,,,,,,60歳以上,,,,,,,,,,,,
,PAFD9900,エルンスト・マイヤー,,60,科学・技術,312,あなたと同じ60歳のとき、エルンスト・マイヤーは、ハーバード大学で比較動物学の教授として、進化生物学の理論的基盤を確立する重要な時期を迎えていました。1964年、彼は長年の研究成果を『動物の種と進化』として出版し、生物学的種概念を体系化しました。この著作では、種分化における地理的隔離の重要性を強調し、それまでの遺伝学中心の進化論に生態学的・集団生物学的視点を統合しました。フィールドワークで培った膨大な観察データと理論を融合させ、現代進化生物学の礎を築いたこの業績は、若い研究者たちに新たな研究の方向性を示し、生物多様性研究の発展に大きく貢献しました。経験知を体系化し次世代に継承する、まさに円熟期の学者としての姿でした。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:52:58,,,,,,7.0,87.14285714285714,,,7.0,,円熟期の新境地,9.0,8.0,8.5,9.0,8.5,9.0,9.0,科学・技術,,,,,,,,60歳以上,,,,,,,,,,,,
,P7CFD801,カーネル・サンダース,,61,ビジネス,279,あなたと同じ61歳のとき、カーネル・サンダースは、フランチャイズビジネスの基盤を固め、ケンタッキーフライドチキンの急速な拡大期を迎えていました。すでに600店舗を超えるまでに成長したチェーンの品質管理に力を注ぎ、自ら各地のフランチャイズ店を訪問しては、秘伝のレシピが正確に守られているかを厳しくチェックしました。白いスーツに蝶ネクタイという独特のスタイルで、ブランドの顔として精力的に活動し続けました。65歳で会社を売却する前のこの時期、彼は単なる創業者から、フランチャイズという仕組みを通じて自身の経験と技術を全米に広める伝道師へと変貌を遂げていたのです。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:53:06,,,,,,7.0,82.14285714285714,,,7.0,,円熟期の新境地,8.5,7.5,8.0,8.5,8.0,8.5,8.5,ビジネス,,,,,,,,60歳以上,,,,,,,,,,,,
,P3675C1D,カーロス・スリム,,60,ビジネス,297,あなたと同じ60歳のとき、カーロス・スリムは2000年、メキシコ通信業界での圧倒的な地位を確立していました。テルメックス（メキシコ電話会社）の民営化で築いた基盤をさらに発展させ、携帯電話事業アメリカ・モビルを急速に拡大。この時期、彼は単なる富の蓄積を超え、経営哲学の体系化に注力しました。「危機の時こそ投資のチャンス」という信念のもと、他社が撤退する中でも通信インフラへの投資を継続。また、若手経営者への助言活動を開始し、効率経営と長期的視点の重要性を説きました。この円熟期に、彼は後に世界一の富豪となる礎を築きながら、メキシコ経済の近代化に貢献する社会的使命も強く意識するようになったのです。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:53:15,,,,,,7.0,82.14285714285714,,,7.0,,円熟期の新境地,8.5,7.5,8.0,8.5,8.0,8.5,8.5,ビジネス,,,,,,,,60歳以上,,,,,,,,,,,,
,P7295B8C,ガイ・カワサキ,,60,ビジネス,338,"あなたと同じ60歳のとき、ガイ・カワサキは、シリコンバレーでの豊富な経験を活かし、起業家支援とエバンジェリズムの体系化に注力していました。Apple時代から培ってきた「製品を愛させる技術」を、著書『APE: Author, Publisher, Entrepreneur』などを通じて次世代に伝承。同時にベンチャーキャピタリストとして若手起業家への投資と助言を続け、オンライン・グラフィックデザインツール「Canva」のチーフ・エバンジェリストとして民主的なデザインの普及に尽力しました。講演活動やポッドキャストを通じて、失敗から学んだ教訓や「Done is better than perfect」という実践的な哲学を広め、経験知を惜しみなく社会に還元する姿勢を貫きました。",ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:53:24,,,,,,7.0,87.14285714285714,,,7.0,,円熟期の新境地,9.0,8.0,8.5,9.0,8.5,9.0,9.0,ビジネス,,,,,,,,60歳以上,,,,,,,,,,,,
,P208FF4E,ガンディー,,60,歴史,282,あなたと同じ60歳のとき、ガンディーは1929年、インド独立運動の精神的指導者として円熟の境地にありました。この年、彼は全インド会議派の年次総会で、プールナ・スワラージ（完全独立）を目標とする歴史的決議を主導しました。長年の非暴力抵抗運動の経験を体系化し、翌年には「塩の行進」という象徴的な抵抗運動を計画します。この時期、彼は単なる政治活動家を超え、非暴力という普遍的価値を世界に示す思想家として、自身の経験知を後進に伝えることに注力していました。糸車を回しながら民衆と対話を重ね、独立という大目標に向けて国民を団結させる姿は、まさに円熟期の指導者の真骨頂でした。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:53:33,,,,,,7.0,82.14285714285714,,,7.0,,円熟期の新境地,8.5,7.5,8.0,8.5,8.0,8.5,8.5,歴史,,,,,,,,60歳以上,,,,,,,,,,,,
,P817B5C6,キース・リチャーズ,,61,音楽,293,あなたと同じ61歳のとき、キース・リチャーズは2004年にローリング・ストーンズの結成42年目を迎え、長年の音楽活動を振り返る自伝的プロジェクトに着手していました。この時期、彼は若手ミュージシャンとの共演を積極的に行い、ブルースの伝統を次世代に継承する活動に力を注ぎました。同年のツアーでは、過去の名曲を再解釈し、円熟味を増したギタープレイで観客を魅了。また、音楽業界の変化を目の当たりにしながらも、「ロックンロールの本質は変わらない」という信念を貫き、デジタル時代における生演奏の価値を説き続けました。長年の経験から得た音楽哲学を若い世代に伝える姿は、真の職人気質を体現していました。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:53:41,,,,,,7.0,82.14285714285714,,,7.0,,円熟期の新境地,8.5,7.5,8.0,8.5,8.0,8.5,8.5,音楽,,,,,,,,60歳以上,,,,,,,,,,,,
,PDDA000E,コフィー・アナン,,60,政治・社会,308,あなたと同じ60歳のとき、コフィー・アナンは国連事務総長として2期目の任期を全うし、グローバルな課題解決に向けた経験知を体系化していました。1998年、イラク危機においてサダム・フセイン政権との困難な交渉を成功させ、武力行使を回避した外交手腕は、長年の国連キャリアで培った対話と忍耐の重要性を示す実例となりました。また同時期、HIV/AIDSとの闘いやミレニアム開発目標の推進など、人道的課題に国際社会の注目を集める活動を展開。紛争予防から平和構築まで、30年以上の国連経験を統合し、「静かな外交」という独自のアプローチを確立していきました。この時期の功績は後に2001年のノーベル平和賞受賞へとつながっていきます。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:53:50,,,,,,7.0,87.14285714285714,,,7.0,,円熟期の新境地,9.0,8.0,8.5,9.0,8.5,9.0,9.0,政治・社会,,,,,,,,60歳以上,,,,,,,,,,,,
,P8103ECF,コリン・パウエル,,64,政治・社会,272,あなたと同じ64歳のとき、コリン・パウエルは国務長官として、イラク戦争開戦前の2001年に国際社会との調整に奔走していました。軍人として培った危機管理能力と、湾岸戦争での経験を活かし、外交の最前線に立っていたのです。この時期、彼は軍事行動と外交のバランスを取りながら、同盟国との関係構築に尽力しました。後年、この時期の判断について率直に振り返り、自らの経験を若い世代のリーダーシップ教育に活かす活動を始めます。軍人から政治家へと転身した彼のキャリアは、組織のトップとして意思決定の重さと、経験に基づく冷静な判断力の重要性を示す教訓となりました。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:53:58,,,,,,7.0,82.14285714285714,,,7.0,,円熟期の新境地,8.5,7.5,8.0,8.5,8.0,8.5,8.5,政治・社会,,,,,,,,60歳以上,,,,,,,,,,,,
,P3470A31,サティア・ナデラ,,61,ビジネス,276,あなたと同じ61歳のとき、サティア・ナデラはマイクロソフトCEO就任から15年目を迎え、自身の経営哲学を体系化した取り組みを深めていました。彼は「成長マインドセット」という概念を企業文化に根付かせ、その知見を次世代のリーダー育成に注いでいます。インド移民の子としての経験、障害を持つ息子との日々から学んだ共感力を、AI時代の倫理的リーダーシップの基盤として語り継いでいます。この時期、彼はテクノロジーの民主化と包摂性の重要性を説き、グローバル企業のトップとして培った経験知を、教育機関や若手起業家への助言という形で社会還元することに力を注いでいました。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:54:06,,,,,,7.0,82.14285714285714,,,7.0,,円熟期の新境地,8.5,7.5,8.0,8.5,8.0,8.5,8.5,ビジネス,,,,,,,,60歳以上,,,,,,,,,,,,
,P4F5BE7E,シモン・ペレス,,63,政治・社会,321,あなたと同じ63歳のとき、シモン・ペレスは1986年に外務大臣として、数十年にわたる国防・外交の経験を活かし、イスラエルの国際的地位向上に尽力していました。首相との輪番制という特殊な政治状況下で、彼は中東和平への道筋を模索し続けました。若い頃から国防省で培った安全保障の知見と、外交交渉で磨いた対話力を統合し、後の歴史的なオスロ合意（1993年）へとつながる和平構想の基盤を築いていた時期です。この年代で、彼は単なる政治家から、イスラエルの未来を見据えた戦略家へと変貌を遂げ、経験知を次世代への遺産として体系化し始めていました。円熟期に入った彼の視野は、目前の政治的対立を超えた中東全体の平和共存という壮大なビジョンへと広がっていったのです。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:54:16,,,,,,7.0,87.14285714285714,,,7.0,,円熟期の新境地,9.0,8.0,8.5,9.0,8.5,9.0,9.0,政治・社会,,,,,,,,60歳以上,,,,,,,,,,,,
,P5AD921B,シャルルマーニュ,,61,歴史,296,あなたと同じ61歳のとき、シャルルマーニュは広大な帝国の統治と並行して、教育改革に情熱を注いでいました。自身が読み書きを学ぶことに苦労した経験から、宮廷学校を中心とした「カロリング・ルネサンス」を推進し、修道院に写本工房を設置して古典文献の保存に尽力しました。イングランドから招いたアルクィンらの学者たちと協力し、ラテン語の標準化や教育カリキュラムの整備を進めました。戦士として帝国を築き上げた彼が、晩年は文化と学問の振興に力を注いだことは、武力だけでなく知識こそが文明の基盤であるという深い洞察を示しています。この時期の教育改革は、中世ヨーロッパの知的基盤を形成する重要な遺産となりました。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:54:25,,,,,,7.0,82.14285714285714,,,7.0,,円熟期の新境地,8.5,7.5,8.0,8.5,8.0,8.5,8.5,歴史,,,,,,,,60歳以上,,,,,,,,,,,,
,P873EEEE,シャルル・ド・ゴール,,65,政治・社会,308,あなたと同じ65歳のとき、シャルル・ド・ゴールは第五共和政の初代大統領として、フランスの威信回復に尽力していました。1955年、彼は一度政界を退いていましたが、アルジェリア危機により1958年に首相として復帰。新憲法を制定し、大統領に就任しました。65歳を迎えた1955年当時は、コロンベ・レ・ドゥ・ゼグリーズの自宅で回顧録の執筆に専念し、第二次世界大戦での自由フランス運動の指導者としての経験を体系化していました。この時期の著作活動は、後の政治復帰の思想的基盤となり、強力な大統領制を柱とする新しいフランス共和国の構想を練り上げる重要な時間となりました。一時の引退が、より大きな歴史的使命への準備期間だったのです。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:54:34,,,,,,7.0,87.14285714285714,,,7.0,,円熟期の新境地,9.0,8.0,8.5,9.0,8.5,9.0,9.0,政治・社会,,,,,,,,60歳以上,,,,,,,,,,,,
,PE633151,シー・ジンピン,,60,政治・社会,276,あなたと同じ60歳のとき、習近平は中国共産党中央委員会総書記に就任した重要な転換期を迎えていました。2013年3月、国家主席として正式に就任し、長年の地方行政での経験を活かした「中国の夢」というビジョンを掲げました。福建省や浙江省での地方指導者としての実績、そして上海市党委書記としての都市統治の経験を体系化し、国家レベルでの改革に着手しました。特に腐敗撲滅運動を強力に推進し、党の規律強化に取り組みました。この時期は、地方での30年近い実務経験が国家運営という大きな舞台で結実する節目となり、彼の政治理念が具体的な政策として展開され始めた時期でした。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 21:54:42,,,,,,7.0,82.14285714285714,,,7.0,,円熟期の新境地,8.5,7.5,8.0,8.5,8.0,8.5,8.5,政治・社会,,,,,,,,60歳以上,,,,,,,,,,,,
