person_name,age,category,episode_text,char_count
芦田愛菜,7,俳優・女優,あなたと同じ7歳のとき、芦田愛菜は連続ドラマ『マルモのおきて』で主演を務め、社会現象を巻き起こしていた。劇中で歌った「マル・マル・モリ・モリ!」は子どもから大人まで大ヒットし、紅白歌合戦にも出場。この年だけで映画やドラマ、CMなど30本以上の作品に出演し、「天才子役」として日本中の注目を集めた。撮影の合間には台本を読み込み、共演者の大人たちも驚くほどの集中力と演技力を見せた。休憩時間には難しい本を読む姿も話題となり、その知性と努力家ぶりは多くの人々に感銘を与えた。わずか7歳にして、既にプロフェッショナルとしての輝きを放っていたのである。,271
福原愛,4,スポーツ,あなたと同じ4歳のとき、福原愛は卓球の練習中に何度も涙を流しながらラケットを振り続けていました。母親がコーチとなり、毎日厳しい練習を重ねる中で、うまくいかないたびに泣きじゃくる姿がテレビで放送され、「泣き虫愛ちゃん」として全国的に知られるようになりました。しかし涙を流しながらも、決して卓球台から離れることはありませんでした。この頃から1日に7時間もの練習をこなし、泣きながらも「もう一回」と言ってボールを打ち続ける姿は、多くの人々の心を打ちました。幼いながらも卓球への情熱を持ち続けたこの時期の経験が、後に日本を代表する卓球選手へと成長する土台となったのです。,281
藤井聡太,14,スポーツ,あなたと同じ14歳のとき、藤井聡太は将棋界の歴史を塗り替えていた。2016年10月、史上最年少の14歳2か月でプロ棋士となった彼は、その直後から驚異的な連勝記録を打ち立てていく。デビュー戦で現役プロ棋士を破ると、そこから快進撃が始まった。対局後の感想戦では、ベテラン棋士たちが彼の読みの深さに舌を巻く場面が続出。中学生とは思えない冷静な指し回しと、終盤の鋭い寄せで次々と勝利を重ねていった。対局の合間には学校の制服姿で現れ、昼食には「豚キムチうどん」などのボリューム満点のメニューを注文する姿が話題となり、将棋ファン以外の注目も集めた。14歳の少年が、何百年も続く伝統の世界で新たな時代を切り開いていった。,303
羽生善治,15,スポーツ,あなたと同じ15歳のとき、羽生善治は史上3人目の中学生棋士として、既にプロの世界で戦っていた。1985年12月、彼は竜王戦の予選で、当時名人位を保持していた谷川浩司九段と対局する機会を得た。格上の相手に臆することなく、羽生少年は持ち前の鋭い読みと独創的な手筋で谷川名人を追い詰めた。結果は惜敗だったが、対局後、谷川名人は「この少年の才能は本物だ」と周囲に語った。この一局で羽生は、将棋界に自らの存在を強烈に印象づけた。盤上で見せた冷静さと大胆さの同居は、後に「羽生マジック」と呼ばれる独自のスタイルの萌芽だった。15歳にして、将棋界の頂点を目指す覚悟を固めた瞬間だった。,285
谷川浩司,13,スポーツ,あなたと同じ13歳のとき、谷川浩司は史上最年少でプロ棋士となった。1976年、中学2年生の彼は四段昇段を果たし、加藤一二三が持っていた最年少記録を更新したのだ。神戸の中学校に通いながら、東京の将棋会館へ通う二重生活。対局のある日は始発の新幹線に飛び乗り、学校を早退して盤に向かった。ある日の対局後、記者に「学校と将棋の両立は大変では」と問われた谷川少年は、「将棋を指しているときが一番楽しいんです」と屈託なく笑った。その言葉通り、彼は21歳で史上最年少名人となり、「光速の寄せ」と称される鋭い終盤力で将棋界に新風を吹き込んでいく。13歳の決断が、日本将棋界の歴史を変える第一歩となった。,293
ヨーヨー・マ,5,音楽,あなたと同じ5歳のとき、ヨーヨー・マはパリで既に3つの楽器を習得していました。父親の音楽教育を受けていた彼は、ヴァイオリン、ピアノ、そしてチェロを演奏できたのです。ある日、父親が彼の才能を確信し、家族でアメリカへ移住することを決意しました。ニューヨークに到着して間もなく、レナード・バーンスタインの目に留まり、テレビ番組への出演依頼が舞い込みます。小さな体で自分より大きなチェロを抱え、驚異的な技術と音楽性を披露した彼の姿は、全米の視聴者を驚かせました。この出演をきっかけに、「チェロの神童」として世界中にその名が知られるようになったのです。,271
五嶋みどり,11,音楽,あなたと同じ11歳のとき、五嶋みどりはニューヨークのタングルウッド音楽祭で奇跡を起こしました。1986年7月、レナード・バーンスタイン指揮のもと、バイオリン協奏曲を演奏中、弦が切れるアクシデントに見舞われます。しかし彼女は動じず、コンサートマスターの楽器を借りて演奏を続行。ところがその楽器でも弦が切れてしまいます。それでも彼女は冷静さを失わず、別のバイオリンで最後まで見事に弾ききりました。この伝説的な演奏は観客総立ちの拍手喝采を浴び、「タングルウッドの奇跡」として音楽史に刻まれることになったのです。天才少女の才能と精神力の強さを世界に知らしめた瞬間でした。,281
ラン・ラン,9,音楽,あなたと同じ9歳のとき、ラン・ランは人生最大の危機に直面していました。中国の瀋陽音楽学院で学んでいた彼は、ある日突然、担当教授から「才能がない」と告げられ、門前払いされてしまったのです。父親は息子の音楽教育のために仕事を辞めており、後がない状況でした。絶望した父は「ピアノを弾けないなら、飛び降りて死ぬか、薬を飲んで死ぬか選べ」とまで言い放ちました。しかし、ラン・ランは諦めませんでした。泣きながらも毎日10時間以上ピアノに向かい続け、別の教授に認められて学院に復帰。この経験が、後に世界的ピアニストとなる彼の不屈の精神を育てたのです。,268
ジュディ・ガーランド,13,映画・演劇,あなたと同じ13歳のとき、ジュディ・ガーランドは『オズの魔法使い』のドロシー役に抜擢されました。撮影は過酷で、スタジオは彼女に減量を強要し、長時間労働を課しました。しかし、虹の彼方に（Over the Rainbow）を歌うシーンの撮影では、彼女の純粋で力強い歌声がスタッフたちを魅了しました。当初この曲はカットされる予定でしたが、プロデューサーが彼女の歌唱を聴いて方針を変更。この決断により、この曲は映画史に残る名曲となり、ジュディは一躍スターダムにのし上がりました。少女時代のこの経験が、彼女の輝かしいキャリアの出発点となったのです。,269
ナタリー・ポートマン,12,映画・演劇,あなたと同じ12歳のとき、ナタリー・ポートマンは映画『レオン』で孤独な殺し屋と心を通わせる少女マチルダ役に抜擢されました。2000人以上のオーディションから選ばれた彼女は、家族を殺された少女の悲しみと強さを見事に演じ、世界中の映画ファンに衝撃を与えました。撮影中、リュック・ベッソン監督は彼女の演技の成熟度に驚嘆し、多くのシーンで即興を許可したほどでした。この作品でナタリーは一躍スターダムにのし上がり、ハリウッドで最も将来を期待される若手女優となりました。本名のナタリー・ヘルシュラグではなく、祖母の旧姓ポートマンを芸名に選んだのもこの頃です。,273
エマ・ワトソン,11,映画・演劇,あなたと同じ11歳のとき、エマ・ワトソンは人生を変える大きな挑戦に立ち向かっていました。演技経験がほとんどない中、世界的ベストセラー「ハリーポッター」シリーズの映画化で、ハーマイオニー・グレンジャー役に抜擢されたのです。オーディションには何度も通い、8回もの審査を経て勝ち取った役でした。撮影現場では、すでに有名な大人の俳優たちに囲まれながら、長いセリフを完璧に覚え、ハーマイオニーの知的で勇敢な性格を見事に演じきりました。2001年に公開された「ハリーポッターと賢者の石」は世界中で大ヒットし、彼女は一夜にして世界的スターとなりました。この経験が、彼女の輝かしいキャリアの始まりとなったのです。,298
ダニエル・ラドクリフ,11,映画・演劇,あなたと同じ11歳のとき、ダニエル・ラドクリフは人生を変える知らせを受け取りました。2000年8月、数万人の候補者の中から映画『ハリー・ポッターと賢者の石』の主役に選ばれたのです。オーディションでは何度も演技を求められ、原作者J.K.ローリングも最終決定に立ち会いました。彼女は「ダニエルの目にハリーを見た」と語っています。撮影が始まると、学校に通いながらスタジオで演技の訓練を受ける日々が始まりました。初めての大役に緊張しながらも、共演者のルパート・グリントやエマ・ワトソンと友情を育み、魔法界を演じることに夢中になっていきました。この11歳の夏が、彼を世界的スターへの道へと導いたのです。,296
本田望結,9,俳優・女優,あなたと同じ9歳のとき、本田望結は女優業とフィギュアスケート選手という二つの顔を持つ多忙な日々を送っていた。2013年、彼女はドラマ「家族ゲーム」で櫻井翔と共演し、子役として高い評価を得た。同時期、フィギュアスケートの大会にも出場し、ジャンプやスピンの技術を磨いていた。撮影の合間を縫ってリンクで練習を重ね、時には早朝5時から氷上に立つこともあった。姉の本田真凜もスケート選手として活躍しており、家族全員でスケートリンクに通う生活が当たり前だった。両立は容易ではなかったが、彼女は「どちらも大好きだから頑張れる」と笑顔で語り、子供らしからぬ精神力で二足のわらじを履き続けた。,287
鈴木福,8,俳優・女優,あなたと同じ8歳のとき、鈴木福くんはドラマ「マルモのおきて」で大ブレイクを果たしました。2011年、阿部サダヲさん演じる「マルモ」の養子役として出演し、芦田愛菜ちゃんと一緒に踊った「マル・マル・モリ・モリ！」は社会現象になりました。この曲は紅白歌合戦にも出場し、CDは100万枚を超える大ヒットを記録。福くんの天真爛漫な演技と愛らしい笑顔は、日本中の人々を魅了しました。撮影現場では、共演者たちから「本当の家族のようだった」と語られるほど、自然体で役を演じきりました。この作品をきっかけに、子役として確固たる地位を築き、その後も数々のドラマやバラエティ番組で活躍を続けることになったのです。,295
寺田心,6,俳優・女優,あなたと同じ6歳のとき、寺田心は全国的な注目を集める子役として活躍していました。2015年、TOTOのCMで「僕、5歳！」と元気に叫ぶ姿が話題となり、その愛らしい笑顔と礼儀正しい受け答えで一躍人気者に。バラエティ番組では大人顔負けの気配りを見せ、共演者たちを驚かせました。特に印象的だったのは、涙もろい一面を見せながらも、カメラの前では常にプロ意識を持って演技に取り組む姿勢です。この年、ドラマやCMに多数出演し、子役として確固たる地位を築きました。幼いながらも仕事への真摯な態度は、多くの視聴者の心を掴み、「天才子役」として愛される存在となったのです。,277
クロード・シャノン,82,科学・技術,あなたと同じ82歳のとき、クロード・シャノンは自宅のマサチューセッツ州ウィンチェスターで穏やかな晩年を送っていた。情報理論の父として知られる彼だが、生涯を通じて遊び心を失わなかった。若い頃には一輪車に乗りながらジャグリングをする姿で研究所の廊下を走り回り、同僚を驚かせた。また自宅の地下室には、チェスをする機械やルービックキューブを解くロボットなど、奇妙な発明品が所狭しと並んでいた。彼の1948年の論文「通信の数学的理論」は、デジタル時代の基礎を築いたが、本人は名声よりも「面白いこと」を追求し続けた。その純粋な好奇心こそが、現代の情報社会を可能にした最大の原動力だったのである。,291
ジョン・グッドイナフ,97,科学・技術,あなたと同じ97歳のとき、ジョン・グッドイナフはストックホルムのコンサートホールでノーベル化学賞を受賞した。1980年にリチウムイオン電池の正極材料となるコバルト酸リチウムを発見してから、実に39年後のことだった。授賞式では史上最高齢受賞者として車椅子で登壇し、「まだやるべき研究がある」と語った。彼の発明は現代のスマートフォンや電気自動車を支える基盤技術となり、持続可能な社会の実現に貢献している。受賞後もテキサス大学の研究室に通い続け、さらに高性能な全固体電池の開発に情熱を注いだ。,243
赤崎勇,85,科学・技術,あなたと同じ85歳のとき、赤崎勇はノーベル物理学賞の受賞から1年が経ち、世界中から講演依頼が絶えない日々を送っていた。しかし彼の心は、1980年代の苦難の時代に戻っていた。当時「青色LEDは20世紀中に実現不可能」と言われる中、名古屋大学の薄暗い研究室で、弟子の天野浩とともに1500回もの実験失敗を重ねた。周囲から「時間の無駄」と嘲笑されても、窒化ガリウムの結晶化に執念を燃やし続けた。そして1989年、ついに高品質な結晶の生成に成功。この成果が青色LED実用化への扉を開いた。「諦めなければ、不可能は可能になる」。85歳の彼は今も、若い研究者たちにその信念を語り続けている。,289
大村智,80,科学・技術,あなたと同じ80歳のとき、大村智はストックホルムの壇上で感慨深げに語りかけた。「これは私一人の栄誉ではありません」。2015年、イベルメクチンの開発により、ノーベル生理学・医学賞を受賞した瞬間だった。静岡県の伊東市で採取した土壌中の微生物から発見したこの物質は、アフリカや中南米で何億もの人々を失明や象皮病の苦しみから救った。授賞式後、彼は賞金の大半を母校の山梨大学に寄付し、「若い研究者を育てることこそが科学の未来」と語った。その姿は、研究者としての執念と、人類への深い愛情を体現していた。,246
本庶佑,76,科学・技術,あなたと同じ76歳のとき、本庶佑はストックホルムの壇上で、ノーベル生理学・医学賞のメダルを手にしていました。2018年、彼が発見した免疫抑制分子PD-1は、がん免疫療法という革命的治療法を生み出しました。研究の道のりは決して平坦ではありませんでした。1992年にPD-1を発見してから、その機能を解明し、治療に結びつけるまで20年以上。多くの製薬会社が興味を示さない中、彼は「教科書を信じるな」という信念のもと研究を続けました。授賞式のスピーチで彼は、この発見により末期がん患者の一部が完治する時代が来たことを語り、基礎研究の重要性を世界に訴えました。その姿は、科学的好奇心と患者への思いやりが結実した瞬間でした。,307
野依良治,81,科学・技術,あなたと同じ81歳のとき、野依良治は若手研究者の育成に情熱を注いでいた。2019年、彼は名古屋大学で開催された化学セミナーで、自身のノーベル化学賞受賞研究である「キラル触媒による不斉合成反応」について講演した。その中で、1960年代に京都大学の大学院生だった頃、指導教官から「君の研究は無駄だ」と言われながらも諦めずに実験を続けた日々を語った。「失敗の連続だったが、その一つ一つが今の成果につながった」と述べ、聴衆の学生たちに「挫折を恐れず、信じる道を進んでほしい」と熱く語りかけた。講演後、多くの若手研究者が彼のもとに集まり、研究への情熱を新たにした。,277
白川英樹,79,科学・技術,あなたと同じ79歳のとき、白川英樹は2015年を迎えていました。彼は2000年にノーベル化学賞を受賞した科学者です。受賞理由は導電性高分子の発見と開発でした。1967年、筑波大学での実験中、学生が触媒を通常の千倍も誤って加えてしまい、銀色に輝くフィルム状のポリアセチレンが偶然生成されました。この「失敗」こそが、プラスチックに電気を通すという常識を覆す大発見につながったのです。この導電性高分子は、後にスマートフォンの画面やLED照明、太陽電池など現代社会に不可欠な技術の基礎となりました。偶然と観察眼が生んだ科学史に残る功績です。,266
鈴木章,80,科学・技術,あなたと同じ80歳のとき、鈴木章はストックホルムのコンサートホールでノーベル化学賞を受賞していた。2010年12月、北海道大学名誉教授として壇上に立った彼は、40年前に開発した「鈴木カップリング反応」が液晶ディスプレイや医薬品製造に革命をもたらしたことを讃えられた。授賞式後のインタビューで彼は「ホウ素化合物を使えば安全で効率的な合成ができると信じ続けた」と語り、地道な基礎研究の重要性を強調した。受賞の知らせを受けた朝、彼は自宅で普段通り新聞を読んでいたという。その飾らない姿勢こそが、半世紀にわたる研究人生を支えた原動力だった。,266
根岸英一,79,科学・技術,あなたと同じ79歳のとき、根岸英一はノーベル化学賞を受賞した。2010年10月、スウェーデン王立科学アカデミーから電話を受けた彼は、研究室で学生たちと共に喜びを分かち合った。授賞理由は「有機合成におけるパラジウム触媒クロスカップリング反応の開発」。この反応は医薬品や液晶ディスプレイなど、現代生活に欠かせない化合物の合成を可能にした。受賞後も彼は研究への情熱を失わず、「化学は人類の幸福のためにある」と語り続けた。パデュー大学の研究室では、世界中から集まる若手研究者たちを指導し、科学の未来を担う人材の育成に力を注いだ。,260
田中耕一,83,科学・技術,あなたと同じ83歳のとき、田中耕一は島津製作所のシニアフェローとして、後進の育成と研究に情熱を注いでいた。2002年、43歳という若さでノーベル化学賞を受賞した彼は、タンパク質を壊さずに分析する「ソフトレーザー脱離イオン化法」を発見した。きっかけは実験中の失敗だった。誤って混ぜてしまった試薬で予想外の成功を収め、「失敗を捨てずに試してみた」ことが画期的な発見につながった。企業の一研究員としての受賞は異例で、記者会見では「私のような者が受賞していいのか」と謙虚に語った姿が印象的だった。その後も現場での研究を続け、若手研究者たちに「失敗を恐れず、好奇心を持ち続けることの大切さ」を伝え続けている。,299
吉野彰,71,科学・技術,あなたと同じ71歳のとき、吉野彰はストックホルムのコンサートホールでノーベル化学賞を受賞した。2019年12月、スウェーデン国王から金メダルを手渡された瞬間、彼の脳裏には1985年の研究室の光景が蘇った。当時、誰もが不可能だと考えていた安全な充電池の開発に挑戦し、炭素材料を負極に使うという画期的なアイデアを実現させた。その発明から34年、リチウムイオン電池はスマートフォンから電気自動車まで、現代社会を支える技術となった。授賞式後のインタビューで彼は「失敗を恐れず、好奇心を持ち続けることが大切」と語り、次世代の研究者たちへエールを送った。,271
真鍋淑郎,90,科学・技術,あなたと同じ90歳のとき、真鍋淑郎は2021年のノーベル物理学賞受賞の報を受けた。受賞理由は「地球温暖化を確実に予測する気候モデルの開発」。1960年代、米国プリンストン大学で、二酸化炭素濃度が2倍になれば気温が約2度上昇すると世界で初めて計算で示した。当時は誰も気候変動を深刻に考えていなかった時代だった。「好奇心に従って研究しただけ」と語る彼の予測は、半世紀後の現実となり、気候科学の基礎を築いた。日本国籍を離れアメリカ市民となった理由を「研究の自由のため」と率直に語る姿勢は、科学者としての信念を貫いた人生そのものだった。,264
ジェームズ・ワトソン,90,科学・技術,あなたと同じ90歳のとき、ジェームズ・ワトソンは自らの科学者人生を振り返っていた。1953年、弱冠25歳でフランシス・クリックとともにDNAの二重らせん構造を解明した瞬間は、今も鮮明に記憶に残る。ロザリンド・フランクリンのX線回折写真を見た時の衝撃、そして分子模型を組み立てながら「これだ！」と叫んだあの日。ノーベル賞受賞後、ヒトゲノム計画を主導し、生命の設計図を読み解く壮大なプロジェクトを完成させた。しかし晩年、遺伝子と知能に関する不適切な発言により、名誉職を剥奪されるという苦い経験も味わった。科学的発見の栄光と、科学者としての社会的責任の重さを、彼は身をもって知ることとなった。,293
フランシス・クリック,77,科学・技術,あなたと同じ77歳のとき、フランシス・クリックは意識の神経科学的研究に没頭していた。1993年、彼はソーク研究所でクリストフ・コッホとともに、意識のメカニズムを解明する野心的なプロジェクトに取り組んでいた。かつてDNAの二重らせん構造を発見し分子生物学に革命をもたらした彼は、人生最後の挑戦として「意識とは何か」という究極の問いに挑んでいたのだ。ケンブリッジの若き日々、ジェームズ・ワトソンとの共同研究で生命の設計図を解き明かした彼は、今度は人間の心そのものの秘密に迫ろうとしていた。科学的好奇心は年齢を重ねても衰えることなく、むしろ深まっていたのである。,278
リチャード・ファインマン,69,科学・技術,あなたと同じ69歳のとき、リチャード・ファインマンは癌と闘いながらもチャレンジャー号爆発事故の調査委員会に参加していた。1986年、彼は公聴会で有名な実験を行った。スペースシャトルのOリングのゴム片を氷水に浸し、低温下で弾力性を失うことを実演。わずか数分の単純明快な実験で、複雑な事故原因を誰の目にも明らかにした。ノーベル賞受賞者として量子電磁力学で世界を変えた物理学者は、最晩年においても「難解なものをシンプルに説明する」という信念を貫き、真実を追求する科学者の姿勢を示した。この2年後、彼はこの世を去った。,255
スティーブン・ホーキング,76,科学・技術,あなたと同じ76歳のとき、スティーブン・ホーキングは人生最後の年を迎えていました。1974年に発表した「ブラックホールは蒸発する」という革命的理論から44年、彼は車椅子と音声合成装置を使いながら、最後まで宇宙の謎を追い続けました。ALSで体の自由を失ってから50年以上が経過していましたが、わずかな頬の筋肉を動かすことでコンピュータを操作し、論文を執筆していました。2018年3月14日、アインシュタインの誕生日に彼はこの世を去りましたが、その直前まで「宇宙に境界はない」という自らの理論を証明する研究に没頭していたのです。肉体の限界を超えて知的探究を続けた姿は、人類の可能性を示す象徴となりました。,300
マリー・キュリー,66,科学・技術,あなたと同じ66歳のとき、マリー・キュリーは白血病により静かにこの世を去りました。彼女の死は、生涯をかけて研究したラジウムの放射線被曝が原因でした。研究中、放射性物質を素手で扱い、試験管をポケットに入れて持ち歩き、「暗闇で美しく光る」とラジウムを愛でていた彼女。ノーベル賞を2度受賞し、女性初の偉業を成し遂げながらも、放射線の危険性がまだ十分に理解されていなかった時代、科学への献身が彼女自身の命を蝕んでいったのです。彼女の研究ノートは今も放射線を発し続け、鉛の箱に保管されています。科学の発展のために自らを犠牲にした、真の研究者の生涯でした。,272
アラン・チューリング,41,科学・技術,あなたと同じ41歳のとき、アラン・チューリングは不条理な運命に直面していた。第二次世界大戦中、彼が解読したエニグマ暗号は連合国を勝利に導き、数百万人の命を救ったとされる。しかし戦後、同性愛を理由に有罪判決を受け、化学的去勢処置を強制された。コンピュータ科学の基礎を築き、人工知能の概念を提唱した天才は、社会の偏見によって深く傷つけられた。1954年、自宅で青酸カリに浸したリンゴを食べて息を引き取った。彼の死は、輝かしい功績と時代の不寛容さとの痛ましい対比として、科学史に刻まれている。,243
ジョン・フォン・ノイマン,53,科学・技術,あなたと同じ53歳のとき、ノイマンは癌の宣告を受けながらも、病床で数学の研究を続けた。かつて彼が開発したゲーム理論は、第二次世界大戦中に戦略分析として応用され、戦後は経済学や政治学にも革命をもたらしていた。「ポーカーの最適戦略」という遊びから始まった理論が、核抑止戦略の基礎となり、冷戦下の世界を支配していたのだ。病室を訪れた同僚たちに、彼は「人生最大のギャンブルは、理論が現実世界でどう使われるか予測できないことだ」と語った。天才数学者の頭脳は、自らの死期さえも確率論的に計算していたという。,247
クロード・シャノン,84,科学・技術,あなたと同じ84歳のとき、クロード・シャノンは既にこの世を去っていた。しかし彼が32歳で発表した「通信の数学的理論」は、デジタル時代の礎として輝き続けている。ベル研究所時代、彼は情報を「ビット」という単位で定量化し、ノイズがあっても正確な通信が可能だと証明した。この業績により「情報理論の父」と呼ばれる一方で、彼はジャグリングロボットや迷路を解くネズミ型機械を作る遊び心も忘れなかった。晩年はアルツハイマー病を患ったが、彼の理論はインターネット、携帯電話、AI技術の根幹として、今も世界中で無数の情報を運び続けている。,259
ティム・バーナーズ=リー,69,科学・技術,あなたと同じ69歳のとき、ティム・バーナーズ=リーは2024年も変わらず、自身が発明したWorld Wide Webの未来について警鐘を鳴らし続けていた。1989年にCERNで情報共有システムとしてWWWを考案した彼は、当初「曖昧だが面白い」と上司に評価されただけだった。しかし彼は諦めず、1991年に世界初のウェブサイトを公開。特許を取らず無償で公開するという決断により、インターネットは爆発的に普及した。現在は巨大IT企業によるデータ独占に危機感を抱き、個人がデータを管理できる「Solid」プロジェクトを推進。「ウェブは人類のために開かれたものであるべきだ」という信念を、今も貫き続けている。,299
